id,redemption_status
70379,0.0
70381,0.0
70382,0.0
70383,0.0
70386,0.0
70387,0.0
70388,0.0
70390,0.3
70391,0.0
70393,0.7
70396,0.0
70399,0.0
70400,0.0
70401,0.0
70405,0.0
70406,0.0
70407,0.0
70409,0.0
70415,0.0
70416,0.0
70417,0.0
70420,0.0
70425,0.0
70428,0.0
70432,0.1
70433,0.0
70435,0.0
70437,0.0
70438,0.2
70439,0.0
70442,0.0
70445,0.0
70446,0.0
70448,0.0
70449,0.0
70457,0.0
70458,0.0
70460,0.0
70463,0.1
70467,0.0
70468,0.0
70471,0.0
70473,0.0
70475,0.0
70476,0.0
70478,0.0
70479,0.0
70480,0.0
70483,0.0
70486,0.0
70490,0.0
70492,0.0
70493,0.0
70494,0.0
70496,0.0
70498,0.0
70503,0.0
70504,0.0
70508,0.0
70510,0.0
70513,0.0
70514,0.0
70515,0.0
70517,0.0
70519,0.0
70522,0.0
70524,0.0
70526,0.0
70529,0.0
70531,0.0
70533,0.0
70535,0.0
70536,0.0
70542,0.0
70544,0.0
70548,0.0
70549,0.0
70550,0.0
70555,0.0
70560,0.0
70565,0.0
70566,0.0
70572,0.0
70574,0.0
70579,0.4
70581,0.2
70583,0.0
70585,0.0
70588,0.0
70589,0.0
70590,0.0
70591,0.0
70598,0.0
70603,0.0
70607,0.0
70610,0.0
70611,0.0
70614,0.0
70616,0.0
70620,0.0
70622,0.0
70623,0.0
70624,0.0
70627,0.0
70628,0.1
70637,0.0
70643,0.0
70646,0.0
70647,0.0
70650,0.0
70651,0.0
70653,0.0
70660,0.0
70661,0.0
70664,0.0
70665,0.0
70669,0.0
70672,0.0
70676,0.0
70677,0.0
70684,0.0
70687,0.0
70690,0.0
70693,0.0
70695,0.0
70699,0.0
70701,0.0
70703,0.0
70704,0.0
70707,0.0
70708,0.0
70709,0.1
70710,0.0
70711,0.0
70714,0.0
70717,0.0
70720,0.0
70721,0.0
70731,0.0
70735,0.0
70736,0.0
70742,0.2
70743,0.0
70744,0.0
70746,0.0
70752,0.0
70757,0.0
70758,0.0
70767,0.0
70768,0.0
70770,0.0
70771,0.0
70773,0.0
70775,0.0
70776,0.0
70778,0.0
70782,0.1
70783,0.0
70785,0.0
70786,0.0
70788,0.0
70791,0.0
70792,0.0
70798,0.0
70802,0.0
70804,0.0
70812,0.0
70814,0.0
70815,0.0
70816,0.0
70817,0.0
70818,0.0
70819,0.0
70824,0.0
70825,0.0
70831,0.0
70832,0.1
70837,0.0
70839,0.0
70840,0.0
70841,0.0
70850,0.0
70852,0.0
70857,0.0
70860,0.0
70861,0.0
70862,0.0
70866,0.0
70867,0.0
70868,0.0
70869,0.0
70870,0.0
70872,0.0
70876,0.0
70879,0.0
70880,0.0
70881,0.0
70883,0.0
70885,0.0
70886,0.0
70888,0.0
70889,0.0
70890,0.0
70892,0.0
70896,0.0
70900,0.0
70904,0.0
70907,0.0
70912,0.0
70924,0.0
70929,0.0
70932,0.0
70933,0.0
70935,0.0
70941,0.0
70942,0.0
70944,0.0
70949,0.0
70953,0.0
70956,0.0
70959,0.0
70960,0.0
70970,0.0
70979,0.0
70982,0.0
70986,0.0
70987,0.0
70990,0.0
70994,0.0
70995,0.0
70997,0.0
71000,0.0
71008,0.0
71009,0.0
71011,0.0
71012,0.0
71014,0.0
71016,0.0
71017,0.1
71020,0.0
71021,0.0
71024,0.0
71025,0.0
71026,0.0
71028,0.0
71031,0.1
71033,0.0
71034,0.0
71035,0.1
71037,0.0
71039,0.0
71040,0.0
71042,0.0
71043,0.0
71044,0.1
71046,0.0
71047,0.0
71048,0.0
71052,0.0
71053,0.1
71055,0.0
71058,0.0
71060,0.0
71061,0.0
71062,0.0
71063,0.0
71064,0.0
71066,0.0
71067,0.0
71070,0.1
71077,0.0
71081,0.0
71084,0.0
71085,0.1
71088,0.0
71089,0.0
71090,0.0
71091,0.0
71092,0.0
71094,0.0
71095,0.0
71097,0.0
71099,0.0
71101,0.0
71104,0.0
71105,0.0
71109,0.0
71110,0.0
71115,0.0
71116,0.0
71118,0.5
71119,0.0
71127,0.0
71131,0.6
71133,0.0
71136,0.0
71141,0.0
71142,0.0
71143,0.0
71144,0.0
71145,0.0
71146,0.0
71147,0.0
71152,0.0
71156,0.0
71157,0.0
71160,0.0
71162,0.0
71165,0.0
71167,0.0
71168,0.0
71170,0.0
71172,0.0
71173,0.0
71174,0.0
71176,0.0
71182,0.0
71183,0.0
71185,0.0
71188,0.0
71189,0.0
71190,0.0
71192,0.0
71194,0.0
71195,0.0
71196,0.0
71199,0.0
71201,0.0
71203,0.0
71208,0.0
71214,0.0
71216,0.0
71220,0.0
71226,0.0
71233,0.0
71235,0.0
71237,0.0
71240,0.0
71245,0.0
71246,0.0
71247,0.0
71248,0.0
71250,0.0
71252,0.0
71256,0.0
71257,0.0
71260,0.1
71261,0.0
71264,0.0
71265,0.0
71269,0.0
71271,0.0
71273,0.0
71274,0.0
71275,0.0
71279,0.0
71280,0.0
71282,0.0
71284,0.0
71286,0.0
71287,0.0
71290,0.0
71293,0.0
71301,0.0
71302,0.0
71303,0.0
71307,0.0
71309,0.0
71310,0.0
71313,0.0
71315,0.0
71319,0.0
71325,0.0
71326,0.0
71328,0.0
71331,0.0
71332,0.0
71334,0.0
71337,0.0
71340,0.0
71342,0.0
71343,0.0
71347,0.1
71349,0.0
71351,0.0
71352,0.0
71354,0.0
71355,0.0
71360,0.0
71361,0.0
71363,0.0
71367,0.0
71368,0.0
71369,0.2
71370,0.0
71374,0.0
71375,0.0
71376,0.0
71377,0.0
71378,0.0
71379,0.0
71382,0.0
71385,0.0
71386,0.0
71388,0.0
71390,0.0
71392,0.0
71393,0.0
71395,0.1
71398,0.0
71403,0.0
71406,0.0
71407,0.0
71408,0.1
71411,0.0
71413,0.0
71416,0.0
71417,0.0
71420,0.0
71425,0.0
71428,0.0
71429,0.0
71438,0.0
71439,0.0
71440,0.0
71443,0.0
71444,0.0
71446,0.0
71449,0.0
71450,0.0
71459,0.0
71460,0.0
71461,0.0
71462,0.0
71465,0.0
71468,0.0
71469,0.0
71472,0.06666666666666667
71476,0.0
71480,0.0
71482,0.0
71483,0.1
71484,0.0
71485,0.0
71486,0.0
71488,0.0
71493,0.0
71496,0.0
71502,0.0
71503,0.0
71507,0.0
71508,0.0
71510,0.0
71512,0.0
71514,0.0
71516,0.0
71517,0.0
71518,0.0
71520,0.0
71524,0.0
71528,0.0
71529,0.0
71530,0.0
71535,0.0
71536,0.0
71537,0.0
71538,0.0
71539,0.0
71540,0.0
71543,0.0
71545,0.2
71548,0.0
71551,0.0
71552,0.0
71555,0.0
71559,0.0
71563,0.0
71564,0.0
71568,0.0
71573,0.0
71575,0.0
71577,0.0
71579,0.0
71580,0.0
71581,0.0
71582,0.0
71589,0.0
71590,0.0
71591,0.0
71592,0.0
71594,0.0
71597,0.0
71598,0.0
71602,0.0
71603,0.0
71605,0.0
71606,0.0
71608,0.0
71611,0.0
71612,0.0
71615,0.0
71617,0.0
71621,0.0
71623,0.0
71624,0.0
71625,0.0
71627,0.0
71628,0.0
71629,0.0
71633,0.0
71638,0.0
71639,0.0
71641,0.0
71650,0.0
71652,0.0
71655,0.0
71656,0.0
71661,0.0
71662,0.0
71663,0.1
71670,0.0
71671,0.0
71672,0.0
71673,0.0
71676,0.0
71677,0.0
71680,0.0
71683,0.1
71685,0.0
71691,0.0
71692,0.0
71694,0.0
71695,0.0
71697,0.0
71698,0.0
71704,0.0
71711,0.0
71712,0.0
71713,0.0
71717,0.0
71720,0.0
71723,0.0
71733,0.0
71735,0.0
71737,0.0
71739,0.0
71740,0.0
71747,0.0
71750,0.0
71751,0.0
71754,0.0
71757,0.0
71758,0.0
71760,0.0
71761,0.0
71766,0.0
71768,0.0
71769,0.0
71770,0.0
71771,0.0
71775,0.0
71776,0.0
71778,0.0
71781,0.0
71783,0.0
71784,0.0
71785,0.0
71788,0.0
71790,0.0
71791,0.0
71793,0.0
71796,0.0
71797,0.0
71798,0.2
71799,0.0
71803,0.1
71806,0.0
71808,0.0
71809,0.0
71812,0.0
71815,0.0
71818,0.0
71820,0.0
71821,0.0
71825,0.0
71826,0.2
71828,0.0
71829,0.0
71830,0.0
71831,0.0
71836,0.3
71841,0.0
71843,0.0
71844,0.0
71853,0.0
71857,0.0
71858,0.1
71860,0.0
71864,0.0
71865,0.0
71866,0.0
71869,0.8
71874,0.0
71875,0.0
71878,0.0
71882,0.0
71885,0.0
71887,0.0
71890,0.0
71891,0.0
71896,0.0
71898,0.0
71900,0.2
71903,0.0
71908,0.0
71909,0.3
71911,0.0
71912,0.0
71913,0.0
71915,0.0
71916,0.0
71922,0.0
71925,0.0
71926,0.0
71929,0.0
71932,0.0
71937,0.0
71938,0.0
71939,0.0
71940,0.0
71941,0.0
71946,0.0
71950,0.0
71951,0.1
71954,0.0
71957,0.0
71961,0.1
71962,0.0
71963,0.0
71965,0.0
71966,0.0
71971,0.0
71974,0.0
71976,0.0
71978,0.0
71980,0.0
71982,0.0
71983,0.0
71985,0.0
71986,0.0
71992,0.0
71996,0.0
71998,0.0
72003,0.0
72004,0.0
72005,0.0
72007,0.0
72009,0.0
72014,0.0
72018,0.0
72019,0.0
72021,0.0
72025,0.0
72027,0.05
72029,0.0
72030,0.0
72035,0.0
72036,0.0
72038,0.0
72040,0.0
72041,0.0
72046,0.0
72050,0.0
72054,0.0
72057,0.0
72058,0.0
72065,0.0
72071,0.0
72074,0.0
72080,0.0
72084,0.0
72085,0.0
72088,0.0
72090,0.0
72095,0.0
72098,0.0
72100,0.0
72104,0.0
72106,0.0
72108,0.0
72114,0.0
72117,0.0
72118,0.0
72125,0.0
72126,0.0
72132,0.0
72133,0.0
72136,0.0
72137,0.0
72139,0.0
72141,0.0
72143,0.0
72144,0.0
72146,0.0
72149,0.0
72153,0.0
72154,0.0
72156,0.0
72159,0.0
72160,0.0
72161,0.0
72168,0.0
72174,0.2
72176,0.0
72177,0.0
72179,0.0
72183,0.0
72192,0.0
72193,0.0
72196,0.0
72199,0.0
72200,0.1
72204,0.0
72205,0.0
72207,0.0
72208,0.0
72211,0.0
72215,0.0
72217,0.0
72220,0.0
72221,0.0
72222,0.1
72226,0.0
72229,0.0
72233,0.0
72234,0.36666666666666664
72236,0.0
72237,0.0
72241,0.0
72242,0.0
72243,0.0
72244,0.0
72246,0.0
72251,0.0
72255,0.0
72259,0.0
72262,0.1
72267,0.0
72276,0.0
72279,0.0
72281,0.0
72282,0.0
72283,0.0
72287,0.0
72289,0.0
72291,0.0
72292,0.0
72294,0.0
72296,0.1
72297,0.0
72299,0.0
72302,0.05
72304,0.0
72307,0.0
72308,0.0
72311,0.0
72313,0.0
72319,0.0
72322,0.0
72328,0.0
72329,0.0
72331,0.1
72333,0.0
72335,0.0
72340,0.0
72341,0.0
72342,0.0
72343,0.0
72345,0.0
72346,0.0
72348,0.0
72351,0.0
72352,0.0
72353,0.0
72355,0.0
72360,0.0
72364,0.0
72372,0.0
72373,0.0
72374,0.0
72375,0.0
72376,0.0
72379,0.0
72380,0.0
72382,0.0
72384,0.0
72385,0.0
72386,0.0
72391,0.0
72398,0.0
72401,0.0
72402,0.0
72404,0.0
72408,0.0
72415,0.0
72418,0.0
72422,0.0
72426,0.0
72428,0.0
72430,0.0
72431,0.0
72434,0.0
72436,0.0
72438,0.0
72441,0.0
72442,0.0
72443,0.0
72445,0.0
72447,0.0
72453,0.0
72459,0.0
72460,0.0
72461,0.0
72462,0.0
72468,0.0
72472,0.0
72474,0.0
72476,0.0
72478,0.0
72480,0.0
72481,0.0
72483,0.0
72487,0.0
72490,0.0
72491,0.2
72493,0.0
72496,0.2
72497,0.0
72501,0.0
72502,0.0
72503,0.0
72504,0.0
72508,0.0
72510,0.0
72511,0.0
72512,0.0
72517,0.0
72519,0.0
72520,0.0
72522,0.0
72523,0.0
72524,0.0
72529,0.0
72530,0.2
72531,0.0
72532,0.0
72534,0.0
72540,0.0
72541,0.0
72543,0.0
72546,0.0
72548,0.0
72550,0.0
72551,0.0
72552,0.0
72556,0.0
72560,0.0
72562,0.0
72563,0.0
72568,0.0
72570,0.0
72571,0.0
72572,0.0
72573,0.0
72574,0.0
72577,0.0
72581,0.0
72583,0.0
72584,0.0
72588,0.0
72589,0.3
72590,0.1
72591,0.0
72593,0.0
72598,0.0
72599,0.1
72605,0.0
72606,0.0
72607,0.0
72608,0.0
72610,0.0
72618,0.0
72619,0.05
72621,0.0
72623,0.0
72624,0.0
72627,0.0
72628,0.1
72631,0.0
72634,0.1
72635,0.0
72637,0.0
72638,0.0
72640,0.0
72644,0.0
72646,0.0
72649,0.0
72651,0.0
72652,0.0
72653,0.0
72663,0.0
72667,0.0
72669,0.0
72676,0.0
72680,0.0
72684,0.0
72685,0.0
72690,0.1
72693,0.0
72694,0.0
72695,0.0
72698,0.0
72701,0.0
72703,0.0
72704,0.0
72706,0.0
72711,0.0
72713,0.2
72717,0.0
72718,0.0
72721,0.1
72723,0.0
72725,0.0
72737,0.0
72738,0.0
72740,0.1
72743,0.0
72744,1.0
72747,0.0
72749,0.0
72752,0.0
72753,0.0
72755,0.0
72756,0.0
72759,0.0
72766,0.0
72770,0.1
72771,0.0
72774,0.0
72782,0.0
72784,0.0
72785,0.0
72786,0.0
72787,0.3
72789,0.0
72790,0.0
72794,0.0
72796,0.0
72800,0.0
72805,0.0
72809,0.3
72810,0.0
72812,0.0
72820,0.0
72821,0.0
72824,0.0
72826,0.0
72828,0.0
72829,0.0
72830,0.0
72831,0.0
72832,0.0
72836,0.0
72838,0.0
72839,0.0
72841,0.0
72843,0.0
72847,0.0
72848,0.0
72849,0.0
72850,0.0
72854,0.1
72856,0.0
72860,0.0
72861,0.0
72862,0.0
72868,0.0
72872,0.0
72873,0.0
72876,0.0
72879,0.0
72880,0.0
72884,0.0
72887,0.0
72888,0.0
72889,0.2
72895,0.0
72896,0.0
72899,0.0
72901,0.0
72903,0.0
72906,0.05
72908,0.0
72910,0.0
72913,0.0
72916,0.0
72919,0.0
72925,0.0
72926,0.0
72929,0.0
72931,0.0
72934,0.0
72935,0.0
72937,0.0
72941,0.2
72944,0.0
72949,0.0
72953,0.0
72961,0.0
72969,0.1
72972,0.0
72974,0.1
72975,0.0
72979,0.0
72980,0.0
72981,0.0
72983,0.0
72984,0.0
72987,0.0
72990,0.0
72991,0.0
72992,0.0
72993,0.0
72994,0.0
72996,0.0
72998,0.0
73000,0.0
73001,0.0
73002,0.0
73006,0.0
73007,0.0
73010,0.0
73014,0.0
73022,0.0
73023,0.0
73032,0.0
73034,0.0
73037,0.0
73040,0.0
73045,0.0
73050,0.0
73051,0.0
73054,0.0
73055,0.0
73056,0.0
73058,0.0
73059,0.0
73061,0.0
73062,0.0
73065,0.0
73066,0.0
73070,0.0
73076,0.0
73081,0.0
73089,0.0
73091,0.0
73092,0.0
73095,0.0
73098,0.0
73100,0.0
73102,0.0
73103,0.0
73104,0.0
73107,0.0
73108,0.0
73110,0.0
73115,0.1
73118,0.0
73119,0.1
73121,0.0
73125,0.0
73126,0.0
73130,0.2
73131,0.0
73135,0.0
73136,0.0
73137,0.0
73139,0.0
73141,0.0
73146,0.0
73148,0.0
73149,0.0
73152,0.0
73156,0.0
73157,0.0
73168,0.0
73169,0.0
73170,0.0
73171,0.0
73175,0.0
73176,0.0
73182,0.0
73183,0.0
73188,0.0
73190,0.0
73196,0.0
73197,0.0
73201,0.1
73209,0.0
73210,0.0
73214,0.0
73216,0.2
73218,0.0
73219,0.0
73221,0.0
73224,0.0
73229,0.0
73231,0.0
73233,0.0
73235,0.025
73236,0.1
73239,0.0
73243,0.1
73245,0.0
73246,0.0
73248,0.0
73249,0.0
73251,0.0
73255,0.0
73258,0.0
73260,0.0
73263,0.0
73265,0.0
73267,0.0
73271,0.0
73275,0.0
73280,0.0
73283,0.0
73284,0.0
73285,0.0
73286,0.0
73287,0.4
73288,0.0
73290,0.0
73294,0.0
73295,0.0
73298,0.1
73300,0.0
73301,0.0
73302,0.0
73303,0.0
73304,0.0
73307,0.0
73308,0.0
73311,0.0
73313,0.0
73315,0.0
73317,0.0
73319,0.0
73320,0.0
73321,0.0
73327,0.0
73330,0.0
73331,0.1
73333,0.0
73335,0.0
73342,0.0
73343,0.0
73344,0.0
73345,0.0
73351,0.0
73357,0.0
73358,0.05
73360,0.0
73365,0.0
73366,0.0
73368,0.0
73370,0.0
73372,0.0
73373,0.0
73376,0.0
73378,0.0
73380,0.0
73381,0.0
73393,0.0
73394,0.2
73395,0.0
73396,0.0
73400,0.0
73401,0.0
73403,0.0
73409,0.0
73415,0.0
73417,0.0
73426,0.0
73427,0.0
73429,0.0
73430,0.1
73431,0.0
73432,0.0
73435,0.0
73437,0.0
73445,0.0
73452,0.1
73454,0.0
73458,0.0
73459,0.0
73460,0.0
73462,0.0
73466,0.0
73472,0.0
73476,0.0
73477,0.0
73479,0.0
73480,0.0
73483,0.0
73486,0.0
73490,0.0
73491,0.0
73493,0.0
73494,0.0
73502,0.0
73504,0.0
73507,0.0
73513,0.0
73517,0.0
73519,0.0
73521,0.0
73522,0.0
73524,0.0
73526,0.0
73527,0.0
73530,0.0
73531,0.0
73533,0.0
73535,0.0
73536,0.0
73537,0.0
73540,0.0
73542,0.0
73544,0.2
73545,0.0
73550,0.0
73551,0.0
73558,0.0
73559,0.0
73562,0.0
73567,0.0
73568,0.0
73569,0.0
73570,0.0
73573,0.0
73584,0.0
73585,0.0
73597,0.0
73599,0.0
73603,0.0
73606,0.0
73607,0.0
73608,0.0
73609,0.0
73610,0.0
73613,0.0
73618,0.0
73619,0.0
73623,0.0
73624,0.0
73625,0.0
73626,0.1
73628,0.0
73629,0.0
73633,0.0
73634,0.0
73636,0.0
73639,0.0
73640,0.0
73641,0.0
73642,0.0
73643,0.0
73644,0.0
73660,0.0
73662,0.0
73663,0.0
73671,0.4
73672,0.0
73673,0.0
73675,0.0
73682,0.0
73683,0.0
73691,0.0
73695,0.0
73696,0.0
73699,0.0
73701,0.0
73702,0.0
73706,0.0
73707,0.0
73709,0.0
73710,0.0
73712,0.0
73718,0.0
73722,0.0
73725,0.06666666666666667
73727,0.0
73729,0.0
73732,0.0
73735,0.0
73738,0.0
73739,0.0
73740,0.0
73746,0.0
73750,0.0
73752,0.0
73758,0.0
73759,0.0
73760,0.0
73761,0.0
73763,0.0
73764,0.0
73767,0.0
73769,0.0
73771,0.0
73774,0.0
73775,0.1
73776,0.0
73779,0.0
73780,0.0
73784,0.0
73785,0.0
73787,0.0
73788,0.0
73795,0.0
73796,0.0
73797,0.0
73799,0.0
73800,0.0
73812,0.0
73813,0.0
73817,0.1
73820,0.0
73821,0.0
73823,0.0
73824,0.0
73827,0.0
73831,0.0
73832,0.0
73834,0.0
73841,0.0
73842,0.0
73845,0.0
73849,0.0
73852,0.0
73853,0.0
73854,0.0
73855,0.0
73857,0.0
73862,0.0
73863,0.0
73867,0.0
73875,0.0
73878,0.0
73879,0.0
73880,0.0
73882,0.0
73884,0.0
73885,0.0
73888,0.0
73889,0.0
73894,0.0
73897,0.0
73898,0.0
73899,0.1
73905,0.0
73908,0.0
73909,0.0
73912,0.0
73920,0.0
73921,0.0
73922,0.0
73927,0.0
73930,0.0
73942,0.1
73949,0.0
73950,0.0
73955,0.0
73957,0.0
73966,0.0
73967,0.0
73969,0.0
73971,0.5
73977,0.0
73978,0.0
73980,0.2
73986,0.1
73988,0.0
73993,0.0
73997,0.0
73998,0.0
74000,0.0
74002,0.0
74006,0.0
74009,0.0
74010,0.0
74012,0.0
74013,0.0
74021,0.0
74022,0.0
74024,0.0
74034,0.0
74035,0.0
74036,0.0
74038,0.0
74040,0.0
74041,0.0
74043,0.0
74048,0.0
74050,0.0
74056,0.0
74062,0.0
74063,0.0
74066,0.0
74069,0.0
74070,0.0
74072,0.0
74074,0.0
74077,0.0
74078,0.0
74084,0.0
74085,0.0
74090,0.0
74096,0.0
74097,0.0
74098,0.0
74099,0.0
74101,0.0
74102,0.0
74111,0.0
74113,0.0
74115,0.1
74117,0.0
74118,0.0
74121,0.0
74128,0.1
74133,0.0
74135,0.0
74137,0.0
74141,0.0
74148,0.0
74150,0.0
74153,0.0
74158,0.0
74160,0.0
74162,0.0
74164,0.0
74166,0.0
74167,0.0
74171,0.0
74178,0.0
74184,0.0
74186,0.0
74189,0.0
74190,0.0
74194,0.0
74200,0.0
74201,0.0
74202,0.0
74205,0.0
74207,0.0
74208,0.4
74210,0.0
74215,0.0
74226,0.0
74229,0.0
74231,0.0
74232,0.2
74237,0.0
74238,0.0
74239,0.0
74240,0.0
74242,0.0
74243,0.0
74244,0.0
74249,0.0
74252,0.0
74255,0.0
74257,0.0
74258,0.0
74261,0.0
74262,0.0
74263,0.0
74265,0.0
74266,0.0
74267,0.0
74269,0.0
74274,0.0
74277,0.0
74279,0.0
74281,0.0
74282,0.0
74283,0.0
74288,0.0
74292,0.0
74294,0.0
74295,0.0
74297,0.2
74300,0.0
74301,0.0
74302,0.0
74303,0.0
74305,0.0
74308,0.0
74309,0.0
74311,0.0
74315,0.0
74317,0.0
74318,0.0
74320,0.0
74322,0.0
74324,0.0
74331,0.0
74332,0.0
74333,0.0
74334,0.0
74335,0.0
74336,0.0
74345,0.0
74346,0.0
74351,0.0
74354,0.0
74356,0.0
74357,0.0
74360,0.0
74364,0.0
74367,0.0
74371,0.0
74374,0.0
74375,0.0
74376,0.0
74379,0.0
74381,0.0
74383,0.0
74384,0.0
74385,0.0
74388,0.0
74390,0.0
74392,0.0
74395,0.0
74399,0.0
74400,0.0
74408,0.1
74411,0.0
74420,0.1
74423,0.0
74427,0.0
74429,0.0
74431,0.0
74432,0.0
74439,0.0
74443,0.0
74447,0.0
74449,0.0
74450,0.0
74454,0.0
74455,0.0
74456,0.0
74457,0.0
74463,0.0
74470,0.0
74471,0.0
74472,0.0
74473,0.0
74475,0.0
74478,0.0
74485,0.0
74489,0.0
74495,0.0
74498,0.0
74501,0.0
74503,0.0
74504,0.0
74505,0.0
74508,0.0
74511,0.0
74512,0.0
74513,0.0
74516,0.0
74518,0.0
74521,0.0
74523,0.0
74525,0.0
74526,0.0
74527,0.0
74528,0.1
74529,0.0
74531,0.0
74536,0.0
74539,0.0
74542,0.0
74544,0.0
74547,0.0
74549,0.0
74550,0.0
74552,0.0
74553,0.0
74557,0.0
74559,0.0
74561,0.0
74562,0.0
74563,0.0
74565,0.0
74566,0.0
74568,0.0
74569,0.0
74571,0.0
74573,0.0
74574,0.0
74576,0.1
74577,0.0
74578,0.0
74579,0.0
74581,0.0
74582,0.0
74585,0.0
74587,0.0
74588,0.0
74589,0.0
74591,0.0
74592,0.0
74595,0.0
74596,0.0
74597,0.0
74598,0.0
74600,0.0
74602,0.0
74605,0.0
74606,0.0
74607,0.0
74608,0.0
74610,0.0
74612,0.0
74613,0.0
74614,0.1
74616,0.0
74620,0.0
74621,0.0
74625,0.0
74626,0.0
74628,0.0
74630,0.0
74631,0.0
74635,0.0
74637,0.0
74642,0.1
74643,0.0
74645,0.0
74651,0.0
74653,0.0
74654,0.0
74663,0.0
74668,0.0
74674,0.0
74676,0.0
74682,0.0
74683,0.0
74689,0.0
74692,0.0
74695,0.0
74696,0.0
74697,0.0
74698,0.0
74699,0.0
74701,0.0
74702,0.0
74706,0.0
74707,0.0
74709,0.0
74714,0.0
74715,0.0
74716,0.3
74718,0.0
74719,0.0
74722,0.0
74726,0.0
74730,0.0
74731,0.0
74733,0.0
74734,0.0
74738,0.0
74743,0.0
74745,0.0
74752,0.0
74753,0.0
74754,0.0
74755,0.0
74757,0.0
74761,0.1
74762,0.0
74766,0.0
74767,0.0
74770,0.0
74773,0.0
74774,0.0
74776,0.0
74780,0.0
74782,0.0
74785,0.0
74793,0.0
74794,0.0
74797,0.0
74802,0.0
74803,0.0
74804,0.0
74809,0.0
74812,0.0
74813,0.0
74814,0.0
74817,0.0
74819,0.0
74822,0.0
74823,0.0
74825,0.0
74828,0.0
74833,0.0
74834,0.0
74838,0.0
74842,0.0
74843,0.0
74845,0.0
74850,0.0
74853,0.0
74858,0.1
74866,0.0
74869,0.0
74871,0.0
74872,0.0
74873,0.0
74875,0.0
74877,0.0
74882,0.0
74883,0.0
74884,0.2
74889,0.0
74895,0.0
74899,0.0
74900,0.0
74905,0.0
74907,0.0
74908,0.0
74911,0.0
74912,0.0
74915,0.0
74916,0.0
74919,0.2
74920,0.1
74921,0.0
74923,0.0
74926,0.0
74930,0.0
74932,0.0
74933,0.0
74936,0.0
74940,0.0
74942,0.0
74944,0.0
74946,0.0
74947,0.0
74948,0.0
74950,0.0
74951,0.0
74952,0.0
74958,0.0
74962,0.0
74964,0.0
74965,0.0
74968,0.0
74973,0.0
74976,0.0
74979,0.0
74980,0.0
74981,0.0
74986,0.0
74988,0.0
74989,0.0
74990,0.1
74993,0.0
74997,0.0
75000,0.0
75001,0.0
75011,0.0
75012,0.0
75015,0.0
75021,0.0
75023,0.0
75025,0.0
75029,0.0
75030,0.0
75031,0.0
75038,0.0
75039,0.0
75043,0.0
75048,0.0
75050,0.0
75051,0.0
75053,0.0
75056,0.0
75061,0.0
75062,0.0
75064,0.0
75065,0.0
75072,0.0
75075,0.0
75077,0.0
75080,0.0
75082,0.0
75083,0.0
75087,0.0
75088,0.0
75090,0.0
75092,0.0
75093,0.0
75095,0.0
75104,0.0
75105,0.0
75108,0.0
75112,0.0
75113,0.0
75114,0.0
75118,0.0
75120,0.0
75121,0.0
75124,0.0
75125,0.0
75127,0.0
75128,0.0
75129,0.3
75131,0.0
75133,0.0
75135,0.0
75136,0.0
75138,0.0
75139,0.0
75147,0.3
75148,0.0
75151,0.0
75154,0.0
75155,0.0
75156,0.0
75158,0.4
75162,0.0
75163,0.0
75164,0.0
75167,0.2
75168,0.0
75169,0.0
75171,0.0
75172,0.0
75174,0.0
75177,0.0
75184,0.0
75185,0.0
75186,0.0
75190,0.0
75191,0.0
75196,0.0
75198,0.0
75200,0.0
75203,0.0
75204,0.0
75206,0.5
75207,0.0
75212,0.0
75213,0.0
75214,0.0
75221,0.0
75225,0.0
75226,0.1
75228,0.0
75229,0.0
75231,0.0
75232,0.0
75234,0.0
75235,0.0
75236,0.0
75237,0.0
75240,0.0
75243,0.0
75244,0.0
75245,0.0
75247,0.0
75249,0.0
75252,0.0
75254,0.0
75255,0.0
75258,0.1
75261,0.0
75262,0.0
75268,0.0
75273,0.0
75277,0.0
75279,0.0
75284,0.0
75285,0.0
75286,0.0
75288,0.0
75296,0.0
75302,0.0
75305,0.0
75306,0.0
75307,0.0
75314,0.1
75316,0.0
75320,0.0
75321,0.0
75322,0.0
75327,0.0
75328,0.0
75329,0.0
75330,0.0
75332,0.0
75333,0.0
75335,0.0
75336,0.0
75339,0.0
75340,0.0
75341,0.0
75345,0.0
75352,0.0
75353,0.0
75355,0.0
75358,0.0
75359,0.0
75360,0.0
75367,0.0
75368,0.0
75370,0.0
75372,0.0
75373,0.0
75375,0.0
75377,0.0
75380,0.0
75381,0.0
75386,0.0
75390,0.0
75393,0.0
75397,0.0
75402,0.0
75403,0.0
75404,0.0
75408,0.0
75410,0.1
75412,0.0
75413,0.0
75415,0.0
75416,0.2
75420,0.0
75421,0.0
75422,0.0
75423,0.0
75424,0.0
75427,0.0
75433,0.0
75434,0.0
75436,0.0
75437,0.0
75443,0.0
75448,0.0
75451,0.0
75454,0.0
75458,0.0
75462,0.0
75463,0.0
75464,0.0
75466,0.0
75478,0.0
75483,0.0
75484,0.0
75490,0.0
75493,0.0
75499,0.0
75500,0.0
75503,0.0
75505,0.0
75508,0.05
75511,0.0
75513,0.1
75517,0.0
75518,0.0
75519,0.0
75522,0.0
75527,0.6
75531,0.0
75532,0.0
75536,0.0
75539,0.0
75542,0.0
75543,0.0
